,Unnamed: 0,dataset,size,type,task,#columns,ave_rows_with_missing_values_ratio_per_window,max_rows_with_missing_values_ratio_per_window,total_rows_with_missing_values_ratio,overall missing value ratio,overall average null columns ratio,average null columns ratio among all windows,max average #null columns ratio among all windows,average missing value ratio among all windows,max missing value ration among all windows,IForest_ave_anomaly_ratio,IForest_max_anomaly_ratio,ECOD_ave_anomaly_ratio,ECOD_max_anomaly_ratio,mean_ave_anomaly_ratio,max_ave_anomaly_ratio,ECOD_overall_anomaly_ratio,IForest_overall_anomaly_ratio,ave_overall_anomaly_ratio,hdddm_drift_percentage,kdq_drift_percentage,ave_drift_percentage,hdddm_warning_percentage,kdq_warning_percentage,ave_warning_percentage,ks_ave_drift_percentage,ks_max_drift_percentage,hdddm_ave_drift_percentage,hdddm_max_drift_percentage,kdq_ave_drift_percentage,kdq_max_drift_percentage,cbdb_ave_drift_percentage,cbdb_max_drift_percentage,pca_ave_drift_percentage,pca_max_drift_percentage,ave_drift_percentage.1,max_drift_percentage,ks_ave_warning_percentage,ks_max_warning_percentage,hdddm_ave_warning_percentage,hdddm_max_warning_percentage,kdq_ave_warning_percentage,kdq_max_warning_percentage,cbdb_ave_warning_percentage,cbdb_max_warning_percentage,pca_ave_warning_percentage,pca_max_warning_percentage,ave_warning_percentage.1,max_warning_percentage,perm,adwin,ddm,eddm,concept_drift_ave,adwin_warning,ddm_warning,eddm_warning,ave_concept_drift_warning
20,23,dataset_experiment_info/weather_indian_cities/lucknow,11894,ecology,regression,5,0.732619863,0.778082192,0.732554229,0.190987052,0.190987052,0.190958904,0.205479452,0.190958904,0.205479452,0.022089041,0.032876712,0.012414384,0.02739726,0.01727795,0.026027397,0.012443249,0.022196065,0.017319657,0,0.032258065,0.212365591,0,0,0.010752688,0.086021505,0.193548387,0.419354839,1,0.010752688,0.032258065,0.333333333,0.709677419,0,0,0.212365591,0.419354839,0.043010753,0.096774194,0,0,0,0,0,0,0,0,0.010752688,0.096774194,0,0,0.009974846,0,0.003324949,0,0,0,0
21,24,dataset_experiment_info/weather_indian_cities/mumbai,11894,ecology,regression,5,0.610530822,0.646575342,0.61131663,0.152228014,0.152228014,0.152106164,0.162739726,0.152106164,0.162739726,0.018236301,0.02739726,0.014212329,0.02739726,0.016084843,0.024657534,0.014545149,0.018664873,0.016605011,0.032258065,0,0.077956989,0,0,0.01344086,0,0,0.161290323,0.322580645,0,0,0.150537634,0.225806452,0,0,0.077956989,0.161290323,0.053763441,0.129032258,0,0,0,0,0,0,0,0,0.01344086,0.129032258,0,0,0.009974846,0,0.003324949,0,0,0,0
22,25,dataset_experiment_info/weather_indian_cities/Rajasthan,11894,ecology,regression,5,0.488613014,0.536986301,0.488565663,0.112796368,0.112796368,0.112722603,0.126575342,0.112722603,0.126575342,0.019434932,0.046575342,0.014041096,0.021917808,0.016526734,0.034246575,0.014040693,0.019337481,0.016689087,0,0,0.155913978,0,0,0.005376344,0.075268817,0.129032258,0.161290323,0.225806452,0,0,0.387096774,1,0,0,0.155913978,0.387096774,0.021505376,0.064516129,0,0,0,0,0,0,0,0,0.005376344,0.064516129,0,0,0.009974846,0,0.003324949,0,0,0,0
23,26,dataset_experiment_info/weather_indian_cities/Bhubhneshwar,11894,ecology,regression,5,0.610530822,0.646575342,0.61131663,0.152228014,0.152228014,0.152106164,0.162739726,0.152106164,0.162739726,0.018236301,0.02739726,0.014212329,0.02739726,0.016084843,0.024657534,0.014545149,0.018664873,0.016605011,0.032258065,0,0.077956989,0,0,0.01344086,0,0,0.161290323,0.322580645,0,0,0.150537634,0.225806452,0,0,0.077956989,0.161290323,0.053763441,0.129032258,0,0,0,0,0,0,0,0,0.01344086,0.129032258,0,0,0.009974846,0,0.003324949,0,0,0,0
24,27,dataset_experiment_info/weather_indian_cities/delhi,11894,ecology,regression,5,0.603339041,0.654794521,0.602656802,0.139616613,0.139616613,0.139931507,0.151780822,0.139931507,0.151780822,0.020890411,0.035616438,0.011986301,0.021917808,0.016349978,0.026027397,0.012275097,0.021103077,0.016689087,0,0.032258065,0.215053763,0,0,0.021505376,0.139784946,0.258064516,0.376344086,0.741935484,0,0,0.344086022,0.483870968,0,0,0.215053763,0.376344086,0.086021505,0.161290323,0,0,0,0,0,0,0,0,0.021505376,0.161290323,0,0,0.009974846,0,0.003324949,0,0,0,0
25,28,dataset_experiment_info/weather_indian_cities/chennai,11894,ecology,regression,5,0.587414384,0.62739726,0.587523121,0.151605852,0.151605852,0.151541096,0.164383562,0.151541096,0.164383562,0.019006849,0.032876712,0.015667808,0.024657534,0.01723376,0.028767123,0.015806289,0.019337481,0.017571885,0.064516129,0,0.10483871,0,0,0.005376344,0,0,0.225806452,0.35483871,0,0,0.193548387,0.451612903,0,0,0.10483871,0.225806452,0.021505376,0.032258065,0,0,0,0,0,0,0,0,0.005376344,0.032258065,0,0,0.009974846,0,0.003324949,0,0,0,0
26,30,dataset_experiment_info/insects/abrupt_imbalanced,355275,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.018578266,0.1,0.014163851,0.13,0.016371445,0.085,0.014160861,0.018579973,0.016370417,0.088144185,0,0.187633872,0,0,0.023493169,0.387624485,0.808223036,0.180427195,0.219656435,0,0,0.182483807,0.203886229,0.000140766,0.000281532,0.187633872,0.808223036,0.093972675,0.163897494,0,0,0,0,0,0,0,0,0.023493169,0.163897494,0.068713039,0.000213979,1.69E-05,2.82E-06,7.79E-05,0,0.057357641,0.24701626,0.101457967
27,31,dataset_experiment_info/insects/out-of-control,905145,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.014147608,0.08,0.011507016,0.07,0.012827072,0.065,0.011506444,0.014146905,0.012826674,0.094254144,0,0.101849155,0,0,0.011515152,0.040120542,0.311823204,0.182678721,0.210276243,0,0,0.184597355,0.200994475,0,0,0.101849155,0.311823204,0.046060606,0.170497238,0,0,0,0,0,0,0,0,0.011515152,0.170497238,0.085082873,1.55E-05,2.21E-06,1.10E-06,6.26E-06,0,0.129178107,0.027342287,0.052173465
28,32,dataset_experiment_info/insects/incremental_imbalanced,452044,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.020887168,0.1,0.014017699,0.11,0.017454083,0.075,0.014020759,0.020889559,0.017455159,0.086523567,0,0.257408115,0,0,0.019062611,0.664540962,0.999778712,0.179866825,0.212215092,0,0,0.185224674,0.207789334,0.000110619,0.000221239,0.257408115,0.999778712,0.076250444,0.163531755,0,0,0,0,0,0,0,0,0.019062611,0.163531755,0.077229476,0.000135242,2.66E-05,0,5.39E-05,0,0.10263522,0.014807868,0.039147696
29,33,dataset_experiment_info/insects/incremental_reoccurring_balanced,79986,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.017259074,0.09,0.013967459,0.11,0.015614035,0.065,0.014014953,0.017253019,0.015633986,0.106516291,0,0.262778158,0,0,0.016537556,0.680261259,0.998746867,0.184514316,0.220551378,0,0,0.186337055,0.219298246,0.001251564,0.002503129,0.262778158,0.998746867,0.066150224,0.134085213,0,0,0,0,0,0,0,0,0.016537556,0.134085213,0.066150224,0.000901284,0.000112661,0.000212803,0.000408916,0,0.067308414,0.602583682,0.223297365
30,34,dataset_experiment_info/insects/incremental_balanced,57018,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.019263158,0.08,0.013473684,0.05,0.016362039,0.05,0.013486969,0.019257077,0.016372023,0.087873462,0,0.202268733,0,0,0.020730149,0.446610215,0.9771529,0.180593279,0.219683656,0,0,0.181871438,0.223198594,0.000877193,0.001754386,0.202268733,0.9771529,0.082920594,0.172231986,0,0,0,0,0,0,0,0,0.020730149,0.172231986,0.087873462,0.000196365,5.36E-05,0,8.33E-05,0,0.058017066,0.866132315,0.308049794
31,35,dataset_experiment_info/insects/incremental_abrupt_balanced,79986,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.016182728,0.07,0.013742178,0.18,0.014968672,0.095,0.013802415,0.016202835,0.015002625,0.098997494,0,0.266613503,0,0,0.015844536,0.69924812,0.998746867,0.180754918,0.220551378,0,0,0.186450976,0.21679198,0.000625782,0.001251564,0.266613503,0.998746867,0.063378142,0.136591479,0,0,0,0,0,0,0,0,0.015844536,0.136591479,0.129032258,0.001051498,0.000150214,0.000187768,0.00046316,0,0.10716521,0.600781113,0.235982108
32,36,dataset_experiment_info/insects/gradual_imbalanced,143323,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.016727146,0.07,0.014612701,0.09,0.015663408,0.06,0.014610356,0.016731439,0.015670897,0.087988827,0,0.217374513,0,0,0.01919862,0.50617911,0.976256983,0.180019468,0.221368715,0,0,0.183299475,0.206703911,0.000348918,0.000697837,0.217374513,0.976256983,0.076794481,0.137569832,0,0,0,0,0,0,0,0,0.01919862,0.137569832,0.076815642,0.000202481,5.59E-05,9.77E-05,0.000118696,0,0.108432305,0.969837247,0.359423184
33,37,dataset_experiment_info/insects/abrupt_balanced,52848,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.020681818,0.09,0.013200758,0.08,0.016925996,0.065,0.013188768,0.020700878,0.016944823,0.089184061,0,0.186403887,0,0,0.022986027,0.37542407,0.694497154,0.183255707,0.235294118,0,0,0.186935771,0.218216319,0,0,0.186403887,0.694497154,0.091944109,0.15370019,0,0,0,0,0,0,0,0,0.022986027,0.15370019,0.091944109,0.00068249,0.000132706,3.79E-05,0.000284371,0,0.123341169,0.255099719,0.126146963
34,38,dataset_experiment_info/insects/incremental_abrupt_imbalanced,452044,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.020482301,0.09,0.014019912,0.11,0.017252711,0.07,0.014020759,0.020480307,0.017250533,0.088736446,0,0.243181986,0,0,0.018876528,0.611277636,0.999557424,0.1797193,0.202921,0,0,0.181731008,0.198273954,0.000221239,0.000442478,0.243181986,0.999557424,0.075506112,0.142730693,0,0,0,0,0,0,0,0,0.018876528,0.142730693,0.086021505,0.000398279,5.31E-05,4.43E-06,0.000151936,0,0.133826315,0.961386809,0.365071041
35,39,dataset_experiment_info/insects/incremental_reoccurring_imbalanced,452044,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.020345133,0.09,0.014022124,0.11,0.017186324,0.07,0.014020759,0.020347577,0.017184168,0.090285461,0,0.229349816,0,0,0.019726475,0.553803134,0.999778712,0.180316106,0.211108652,0,0,0.183280023,0.198937818,0.000331858,0.000663717,0.229349816,0.999778712,0.078905899,0.129010843,0,0,0,0,0,0,0,0,0.019726475,0.129010843,0.085859703,0.000356239,1.33E-05,2.21E-06,0.000123909,0,0.05349114,0.930506877,0.327999339
36,40,dataset_experiment_info/insects/gradual_balanced,24150,Science&technology,classification,34,0,0,0,0,0,0,0,0,0,0.016307054,0.05,0.013858921,0.07,0.015020833,0.055,0.013913043,0.016273292,0.015093168,0.095833333,0,0.213794192,0,0,0.016824495,0.485606061,0.875,0.182828283,0.229166667,0,0,0.186742424,0.241666667,0,0,0.213794192,0.875,0.06729798,0.170833333,0,0,0,0,0,0,0,0,0.016824495,0.170833333,0.086403887,0.000748441,0.0002079,0.00024948,0.00040194,0,0.198752599,0.847276507,0.348676369
37,41,dataset_experiment_info/italian_city_airquality,9357,ecology,regression,15,0.904282407,1,0.911616971,0.11899113,0.11899113,0.123016975,0.203055556,0.123016975,0.203055556,0.019212963,0.05,0.01875,0.054166667,0.019570707,0.051388889,0.017526985,0.018168216,0.017847601,0.363636364,1,0.598484848,0,0,0.007575758,0.901515152,1,0.386363636,0.636363636,0.742424242,1,0.363636364,0.545454545,0,0,0.598484848,1,0.03030303,0.090909091,0,0,0,0,0,0,0,0,0.007575758,0.090909091,0.454545455,0,0.009957161,0,0.003319054,0,0,0,0
38,43,dataset_experiment_info/taxi_ride_duration,1458644,others,regression,11,0,0,0,0,0,0,0,0,0,0.023822222,0.03535,0.015794444,0.02085,0.019695423,0.026775,0.015788637,0.023825553,0.019807095,0.211267606,0.901408451,0.430897887,0,0,0.000880282,0.73415493,1,0.251760563,0.338028169,0.448943662,0.929577465,0.288732394,0.450704225,0,0,0.430897887,1,0.003521127,0.014084507,0,0,0,0,0,0,0,0,0.000880282,0.014084507,0.155913978,0,0.009999694,0,0.003333231,0,0,0,0
39,45,dataset_experiment_info/room_occupancy,10129,others,classification,19,0,0,0,0,0,0,0,0,0,0.00218254,0.041666667,0.022321429,0.379166667,0.009908537,0.202083333,0.022213447,0.002171981,0.012192714,0.268292683,0.146341463,0.417301829,0,0,0.000381098,0.986280488,1,0.350609756,0.56097561,0.010670732,0.146341463,0.321646341,0.536585366,0,0,0.417301829,1,0.00152439,0.024390244,0,0,0,0,0,0,0,0,0.000381098,0.024390244,0.268292683,0.003337041,0.000505612,0.001112347,0.001651667,0,0.014258267,0.023763778,0.012674015
40,46,dataset_experiment_info/bitcoin,2916697,commerce,classification,10,0,0,0,0,0,0,0,0,0,0.022800208,0.103059211,0.015903047,0.074934211,0.019459162,0.088996711,0.01604589,0.02303496,0.019540425,0.223404255,1,0.52393617,0,0,0.000443262,0.991134752,1,0.375886525,0.680851064,0.328014184,1,0.40070922,0.70212766,0,0,0.52393617,1,0.00177305,0.010638298,0,0,0,0,0,0,0,0,0.000443262,0.010638298,0.484210526,0.000555383,0.001035236,0.000173232,0.000587951,0,0.030122333,0.439798815,0.156640383
41,47,dataset_experiment_info/airlines,539383,commerce,classification,8,0,0,0,0,0,0,0,0,0,0.005028571,0.007028571,0.007849524,0.011142857,0.006432512,0.008428571,0.007927577,0.005053923,0.00649075,0.172413793,0.965517241,0.10454055,0,0,4.92E-05,0.000642655,1,0.209721356,0.655172414,0.000139082,1,0.207659105,0.620689655,0,0,0.10454055,1,0.000196633,0.206896552,0,0,0,0,0,0,0,0,4.92E-05,0.206896552,0.233333333,0.000241331,2.75E-05,0,8.96E-05,0,0.089570522,0.998775015,0.362781846
42,48,dataset_experiment_info/traffic_volumn,48204,commerce,regression,9,0,0,0,0,0,0,0,0,0,0.002483165,0.025,0.011363636,0.054166667,0.006965812,0.039583333,0.011783255,0.002613891,0.007198573,0.292307692,0.907692308,0.148040639,0,0,0.003338171,0.148040639,1,0.21712627,0.615384615,0.018867925,1,0.208127721,0.584615385,0,0,0.148040639,1,0.013352685,0.138461538,0,0,0,0,0,0,0,0,0.003338171,0.138461538,0.076923077,0,0.00998231,0,0.003327437,0,0,0,0
43,49,dataset_experiment_info/news_popularity,93239,Social,regression,11,0.003184783,0.0115,0.003153187,0.000286653,0.000286653,0.000309725,0.001045455,0.000309725,0.001045455,0.016586957,0.0405,0.014902174,0.034,0.015772222,0.03725,0.014865024,0.016538144,0.015701584,0.088888889,0.511111111,0.15,0,0,0.027777778,0.166666667,0.177777778,0.1,0.133333333,0.211111111,0.288888889,0.122222222,0.133333333,0,0,0.15,0.211111111,0.111111111,0.111111111,0,0,0,0,0,0,0,0,0.027777778,0.111111111,0.022222222,0.000394568,2.19E-05,1.10E-05,0.000142483,0,0.044498515,0.997599711,0.347366075
44,50,dataset_experiment_info/beijingPM2.5,43824,ecology,regression,13,0.04724537,0.256944444,0.047165936,0.003628149,0.003628149,0.004038066,0.019764957,0.004038066,0.019764957,0.012939815,0.069444444,0.0125,0.115277778,0.011640772,0.091666667,0.012322015,0.012755568,0.012538792,0.338983051,1,0.363559322,0,0,0.003813559,0.659322034,1,0.362711864,0.644067797,0.081355932,0.813559322,0.350847458,0.593220339,0,0,0.363559322,1,0.015254237,0.050847458,0,0,0,0,0,0,0,0,0.003813559,0.050847458,0.203389831,0,0.009999072,0,0.003333024,0,0,0,0
